frameMs,draws,vsB0,vsB1,vsB2,vsB3,psB0,psB1,psB2,psB3,vbLocks,vbDiscards,ibLocks,ibDiscards
8.29,14,14,0,0,0,0,0,0,0,13,0,0,0
7.19,14,14,0,0,0,0,0,0,0,13,0,0,0
7.74,14,14,0,0,0,0,0,0,0,13,0,0,0
7.04,14,14,0,0,0,0,0,0,0,13,0,0,0
7.58,14,14,0,0,0,0,0,0,0,13,0,0,0
6.71,14,14,0,0,0,0,0,0,0,13,0,0,0
7.64,14,14,0,0,0,0,0,0,0,13,0,0,0
7.14,14,14,0,0,0,0,0,0,0,13,0,0,0
7.34,14,14,0,0,0,0,0,0,0,13,0,0,0
7.17,14,14,0,0,0,0,0,0,0,13,0,0,0
6.96,14,14,0,0,0,0,0,0,0,13,0,0,0
7.82,14,14,0,0,0,0,0,0,0,13,0,0,0
7.14,14,14,0,0,0,0,0,0,0,13,0,0,0
7.18,14,14,0,0,0,0,0,0,0,13,0,0,0
7.16,14,14,0,0,0,0,0,0,0,13,0,0,0
7.97,14,14,0,0,0,0,0,0,0,13,0,0,0
6.53,14,14,0,0,0,0,0,0,0,13,0,0,0
7.93,14,14,0,0,0,0,0,0,0,13,0,0,0
6.71,14,14,0,0,0,0,0,0,0,13,0,0,0
7.46,14,14,0,0,0,0,0,0,0,13,0,0,0
7.98,14,14,0,0,0,0,0,0,0,13,0,0,0
6.71,14,14,0,0,0,0,0,0,0,13,0,0,0
7.83,12,12,0,0,0,0,0,0,0,11,0,0,0
7.12,12,12,0,0,0,0,0,0,0,11,0,0,0
7.19,12,12,0,0,0,0,0,0,0,11,0,0,0
7.21,12,12,0,0,0,0,0,0,0,11,0,0,0
7.54,12,12,0,0,0,0,0,0,0,11,0,0,0
7.32,12,12,0,0,0,0,0,0,0,11,0,0,0
6.93,12,12,0,0,0,0,0,0,0,11,0,0,0
7.40,12,12,0,0,0,0,0,0,0,11,0,0,0
7.35,12,12,0,0,0,0,0,0,0,11,0,0,0
7.72,12,12,0,0,0,0,0,0,0,11,0,0,0
6.63,12,12,0,0,0,0,0,0,0,11,0,0,0
7.49,12,12,0,0,0,0,0,0,0,11,0,0,0
6.83,12,12,0,0,0,0,0,0,0,11,0,0,0
7.56,12,12,0,0,0,0,0,0,0,11,0,0,0
7.19,12,12,0,0,0,0,0,0,0,11,0,0,0
7.28,12,12,0,0,0,0,0,0,0,11,0,0,0
7.54,12,12,0,0,0,0,0,0,0,11,0,0,0
7.51,12,12,0,0,0,0,0,0,0,11,0,0,0
6.83,12,12,0,0,0,0,0,0,0,11,0,0,0
7.04,12,12,0,0,0,0,0,0,0,11,0,0,0
7.92,12,12,0,0,0,0,0,0,0,11,0,0,0
6.83,12,12,0,0,0,0,0,0,0,11,0,0,0
7.59,12,12,0,0,0,0,0,0,0,11,0,0,0
6.82,12,12,0,0,0,0,0,0,0,11,0,0,0
6.93,12,12,0,0,0,0,0,0,0,11,0,0,0
7.44,12,12,0,0,0,0,0,0,0,11,0,0,0
7.48,12,12,0,0,0,0,0,0,0,11,0,0,0
6.91,12,12,0,0,0,0,0,0,0,11,0,0,0
7.22,12,12,0,0,0,0,0,0,0,11,0,0,0
7.31,12,12,0,0,0,0,0,0,0,11,0,0,0
6.89,12,12,0,0,0,0,0,0,0,11,0,0,0
7.67,12,12,0,0,0,0,0,0,0,11,0,0,0
6.38,12,12,0,0,0,0,0,0,0,11,0,0,0
7.07,12,12,0,0,0,0,0,0,0,11,0,0,0
6.84,12,12,0,0,0,0,0,0,0,11,0,0,0
6.99,12,12,0,0,0,0,0,0,0,11,0,0,0
7.43,12,12,0,0,0,0,0,0,0,11,0,0,0
7.71,12,12,0,0,0,0,0,0,0,11,0,0,0
6.60,12,12,0,0,0,0,0,0,0,11,0,0,0
7.37,12,12,0,0,0,0,0,0,0,11,0,0,0
7.22,12,12,0,0,0,0,0,0,0,11,0,0,0
6.94,12,12,0,0,0,0,0,0,0,11,0,0,0
7.18,12,12,0,0,0,0,0,0,0,11,0,0,0
6.61,12,12,0,0,0,0,0,0,0,11,0,0,0
8.48,12,12,0,0,0,0,0,0,0,11,0,0,0
6.74,12,12,0,0,0,0,0,0,0,11,0,0,0
6.73,12,12,0,0,0,0,0,0,0,11,0,0,0
7.40,14,14,0,0,0,0,0,0,0,13,0,0,0
7.30,14,14,0,0,0,0,0,0,0,13,0,0,0
7.94,14,14,0,0,0,0,0,0,0,13,0,0,0
6.50,14,14,0,0,0,0,0,0,0,13,0,0,0
7.62,14,14,0,0,0,0,0,0,0,13,0,0,0
6.53,14,14,0,0,0,0,0,0,0,13,0,0,0
7.11,14,14,0,0,0,0,0,0,0,13,0,0,0
7.24,14,14,0,0,0,0,0,0,0,13,0,0,0
7.35,14,14,0,0,0,0,0,0,0,13,0,0,0
6.51,14,14,0,0,0,0,0,0,0,13,0,0,0
8.02,14,14,0,0,0,0,0,0,0,13,0,0,0
7.21,14,14,0,0,0,0,0,0,0,13,0,0,0
6.55,14,14,0,0,0,0,0,0,0,13,0,0,0
7.59,14,14,0,0,0,0,0,0,0,13,0,0,0
6.74,14,14,0,0,0,0,0,0,0,13,0,0,0
7.16,14,14,0,0,0,0,0,0,0,13,0,0,0
6.74,14,14,0,0,0,0,0,0,0,13,0,0,0
7.18,14,14,0,0,0,0,0,0,0,13,0,0,0
8.01,14,14,0,0,0,0,0,0,0,13,0,0,0
6.63,14,14,0,0,0,0,0,0,0,13,0,0,0
7.06,14,14,0,0,0,0,0,0,0,13,0,0,0
7.11,14,14,0,0,0,0,0,0,0,13,0,0,0
7.14,14,14,0,0,0,0,0,0,0,13,0,0,0
6.72,14,14,0,0,0,0,0,0,0,13,0,0,0
7.35,14,14,0,0,0,0,0,0,0,13,0,0,0
6.60,14,14,0,0,0,0,0,0,0,13,0,0,0
8.37,14,14,0,0,0,0,0,0,0,13,0,0,0
5.75,14,14,0,0,0,0,0,0,0,13,0,0,0
7.86,14,14,0,0,0,0,0,0,0,13,0,0,0
7.62,14,14,0,0,0,0,0,0,0,13,0,0,0
6.65,14,14,0,0,0,0,0,0,0,13,0,0,0
7.86,14,14,0,0,0,0,0,0,0,13,0,0,0
6.52,14,14,0,0,0,0,0,0,0,13,0,0,0
8.23,14,14,0,0,0,0,0,0,0,13,0,0,0
6.45,14,14,0,0,0,0,0,0,0,13,0,0,0
7.90,14,14,0,0,0,0,0,0,0,13,0,0,0
6.56,14,14,0,0,0,0,0,0,0,13,0,0,0
7.39,14,14,0,0,0,0,0,0,0,13,1,0,0
6.55,14,14,0,0,0,0,0,0,0,13,0,0,0
7.12,14,14,0,0,0,0,0,0,0,13,0,0,0
7.24,14,14,0,0,0,0,0,0,0,13,0,0,0
7.11,14,14,0,0,0,0,0,0,0,13,0,0,0
7.65,14,14,0,0,0,0,0,0,0,13,0,0,0
6.88,14,14,0,0,0,0,0,0,0,13,0,0,0
7.12,14,14,0,0,0,0,0,0,0,13,0,0,0
6.77,14,14,0,0,0,0,0,0,0,13,0,0,0
7.08,14,14,0,0,0,0,0,0,0,13,0,0,0
7.69,14,14,0,0,0,0,0,0,0,13,0,0,0
6.53,14,14,0,0,0,0,0,0,0,13,0,0,0
8.04,14,14,0,0,0,0,0,0,0,13,0,0,0
7.39,14,14,0,0,0,0,0,0,0,13,0,0,0
