CORNERSNAP-RESOLVE: frame 6801 obj 127040355 rewind (3472.419,5.000,-4850.519)->(3472.598,5.000,-4850.721) waypoints 2
CORNERSNAP-RESOLVE: frame 6802 obj 127040355 rewind (3472.454,5.000,-4850.577)->(3472.598,5.000,-4850.721) waypoints 2
CORNERSNAP-RESOLVE: frame 6803 obj 127040355 rewind (3472.421,5.000,-4850.559)->(3472.598,5.000,-4850.721) waypoints 2
CORNERSNAP-RESOLVE: frame 6804 obj 127040355 rewind (3472.428,5.000,-4850.572)->(3472.598,5.000,-4850.721) waypoints 2
CORNERSNAP-RESOLVE: frame 6805 obj 127040355 rewind (3472.413,5.000,-4850.567)->(3472.598,5.000,-4850.721) waypoints 2
CORNERSNAP-RESOLVE: frame 6806 obj 127040355 rewind (3472.426,5.000,-4850.586)->(3472.598,5.000,-4850.721) waypoints 2
CORNERSNAP-RESOLVE: frame 6807 obj 127040355 rewind (3472.386,5.000,-4850.555)->(3472.599,5.000,-4850.721) waypoints 3
CORNERSNAP-RESOLVE: frame 6808 obj 127040355 rewind (3472.348,5.000,-4850.626)->(3472.550,5.000,-4850.783) waypoints 2
CORNERSNAP-RESOLVE: frame 6809 obj 127040355 rewind (3472.357,5.000,-4850.639)->(3472.549,5.000,-4850.784) waypoints 2
CORNERSNAP-RESOLVE: frame 6810 obj 127040355 rewind (3472.358,5.000,-4850.648)->(3472.546,5.000,-4850.787) waypoints 2
CORNERSNAP-RESOLVE: frame 6811 obj 127040355 rewind (3472.323,5.000,-4850.634)->(3472.542,5.000,-4850.792) waypoints 2
CORNERSNAP-RESOLVE: frame 6812 obj 127040355 rewind (3472.345,5.000,-4850.666)->(3472.536,5.000,-4850.801) waypoints 2
CORNERSNAP-RESOLVE: frame 6813 obj 127040355 rewind (3472.299,5.000,-4850.654)->(3472.529,5.000,-4850.810) waypoints 2
CORNERSNAP-RESOLVE: frame 6814 obj 127040355 rewind (3472.296,5.000,-4850.683)->(3472.517,5.000,-4850.825) waypoints 2
CORNERSNAP-RESOLVE: frame 6815 obj 127040355 rewind (3472.315,5.000,-4850.730)->(3472.502,5.000,-4850.844) waypoints 2
CORNERSNAP-RESOLVE: frame 6816 obj 127040355 rewind (3472.284,5.000,-4850.748)->(3472.486,5.000,-4850.864) waypoints 2
CORNERSNAP-RESOLVE: frame 6817 obj 127040355 rewind (3472.235,5.000,-4850.766)->(3472.466,5.000,-4850.890) waypoints 2
CORNERSNAP-RESOLVE: frame 6818 obj 127040355 rewind (3472.096,5.000,-4850.746)->(3472.438,5.000,-4850.925) waypoints 2
CORNERSNAP-RESOLVE: frame 6819 obj 127040355 rewind (3472.173,5.000,-4850.869)->(3472.395,5.000,-4850.980) waypoints 2
CORNERSNAP-RESOLVE: frame 6820 obj 127040355 rewind (3472.116,5.000,-4850.896)->(3472.365,5.000,-4851.019) waypoints 2
CORNERSNAP-RESOLVE: frame 6821 obj 127040355 rewind (3472.086,5.000,-4850.947)->(3472.330,5.000,-4851.064) waypoints 2
CORNERSNAP-RESOLVE: frame 6822 obj 127040355 rewind (3471.941,5.000,-4850.949)->(3472.293,5.000,-4851.110) waypoints 2
CORNERSNAP-RESOLVE: frame 6823 obj 127040355 rewind (3471.943,5.000,-4851.054)->(3472.238,5.000,-4851.181) waypoints 2
CORNERSNAP-RESOLVE: frame 6824 obj 127040355 rewind (3471.935,5.000,-4851.137)->(3472.187,5.000,-4851.246) waypoints 2
CORNERSNAP-RESOLVE: frame 6825 obj 127040355 rewind (3471.875,5.000,-4851.186)->(3472.144,5.000,-4851.301) waypoints 2
CORNERSNAP-RESOLVE: frame 6826 obj 127040355 rewind (3471.883,5.000,-4851.268)->(3472.098,5.000,-4851.360) waypoints 2
CORNERSNAP-RESOLVE: frame 6827 obj 127040355 rewind (3471.866,5.000,-4851.324)->(3472.061,5.000,-4851.407) waypoints 2
CORNERSNAP-RESOLVE: frame 6828 obj 127040355 rewind (3471.616,5.000,-4851.275)->(3472.027,5.000,-4851.450) waypoints 2
CORNERSNAP-RESOLVE: frame 6829 obj 127040355 rewind (3471.783,5.000,-4851.467)->(3471.956,5.000,-4851.541) waypoints 2
CORNERSNAP-RESOLVE: frame 6830 obj 127040355 rewind (3471.729,5.000,-4851.495)->(3471.926,5.000,-4851.579) waypoints 2
CORNERSNAP-RESOLVE: frame 6831 obj 127040355 rewind (3471.703,5.000,-4851.542)->(3471.892,5.000,-4851.623) waypoints 2
CORNERSNAP-RESOLVE: frame 6832 obj 127040355 rewind (3471.657,5.000,-4851.579)->(3471.858,5.000,-4851.665) waypoints 2
CORNERSNAP-RESOLVE: frame 6833 obj 127040355 rewind (3470.863,5.000,-4851.319)->(3471.800,5.000,-4851.720) waypoints 2
CORNERSNAP-RESOLVE: frame 6834 obj 127040355 rewind (3470.492,5.000,-4851.646)->(3471.373,5.000,-4852.022) waypoints 2
CORNERSNAP-RESOLVE: frame 6835 obj 127040355 rewind (3470.189,5.000,-4851.803)->(3470.534,5.000,-4851.951) waypoints 3
CORNERSNAP-PORTAL: frame 8793 obj 0 [?] cell 'world'(0) -> 'foyer1'(1) seg_w (3467.667,5.106,-4850.425)->(3467.998,6.789,-4850.208) len 1.7290
